Job Title,Rating,Salary Estimate Min,Salary Estimate Max,CompanyName,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Engineer,3.5,$87K,$141K ,Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,,
Data Scientist,3.5,$87K,$141K ,WGSN,"Baltimore, MD","New York, NY",1 to 50 employees,1998,Company - Private,Consulting,Business Services,$50 to $100 million (USD),
Data Scientist,3.6,$87K,$141K ,"ISYS Technologies, Inc.","Herndon, VA","Littleton, CO",51 to 200 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),
Data Scientist,3,$87K,$141K ,TransVoyant,"Alexandria, VA","Alexandria, VA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,,
Data Scientist/Data Analytics Practitioner,4,$87K,$141K ,Noblis,"Bridgeport, WV","Reston, VA",1001 to 5000 employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, SAIC, LMI"
Data Scientist,4.6,$87K,$141K ,Murray Resources,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),
Data Scientist,4.3,$87K,$141K ,Geotab,"Oakville, CA","Oakville, Canada",1001 to 5000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),
Data Scientist,4.7,$87K,$141K ,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),
Data Scientist,3.7,$87K,$141K ,EGlobalTech,"Arlington, VA","Vienna, VA",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,,
"Data Scientist, Kinship - NYC/Portland",3.9,$92K,$155K ,Mars,"New York, NY","Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),
Data Scientist,4.9,$92K,$155K ,Avlino,New Jersey,"Holmdel, NJ",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),
Data Scientist,3,$92K,$155K ,"Central Business Solutions, Inc","Seattle, WA","Fremont, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),
Data Scientist,2.5,$92K,$155K ,KeHE Distributors,"Naperville, IL","Naperville, IL",5001 to 10000 employees,1954,Company - Private,Wholesale,Business Services,,"United Natural Foods, US Foods, DPI Specialty Foods"
Data Scientist,3.5,$92K,$155K ,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD),
Data Scientist - TS/SCI Required,5,$92K,$155K ,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),
Data Scientist,,$92K,$155K ,Sophinea,"Chantilly, VA",,1 to 50 employees,,Unknown,,,,
Senior Data Scientist,3.5,$92K,$155K ,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),
Data Scientist,3,$92K,$155K ,Moxie Software,"Bellevue, WA","San Bruno, CA",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,,"LivePerson, Salesforce, SAP"
Data Scientist(s)/Machine Learning Engineer,5,$92K,$155K ,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,,
Data Scientist,4.7,$92K,$155K ,Unicom Technologies INC,"Chicago, IL","Naperville, IL",51 to 200 employees,,Company - Private,IT Services,Information Technology,,
Data Engineer,3.3,$92K,$155K ,Americo Life,"Kansas City, MO","Kansas City, MO",201 to 500 employees,1992,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),
Data Scientist,3.3,$92K,$155K ,Tokio Marine HCC,"Houston, TX","Houston, TX",1001 to 5000 employees,1974,Company - Private,Insurance Carriers,Insurance,,"Zurich Insurance, AXA XL, Allianz"
Data Scientist,3.5,$92K,$155K ,CACI International,"Chantilly, VA","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC"
"AI/ML - Machine Learning Scientist, Siri Understanding",4.1,$92K,$155K ,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics"
Data Scientist,3.5,$92K,$155K ,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,$92K,$155K ,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
Data Scientist,4.7,$92K,$155K ,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,,
Data Science Software Engineer,4.8,$92K,$155K ,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,,
"Scientist / Group Lead, Cancer Biology",,$92K,$155K ,Monte Rosa Therapeutics,"Cambridge, MA",,,,,,,,
AI Ops Data Scientist,4,$92K,$155K ,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
Senior Data Scientist,3.8,$105K,$167K ,GutCheck,"Denver, CO","Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey"
Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,$105K,$167K ,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),
Data Scientist,2.7,$105K,$167K ,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,,
Data Scientist,4,$105K,$167K ,Comtech Global Inc,"Washington, DC","Columbus, OH",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),
Data Scientist,,$105K,$167K ,Berico Technologies,"Fort Belvoir, VA",,,,,,,,
Data Scientist,,$105K,$167K ,Kehe Food Distributors,"Naperville, IL",,,,,,,,
Data Scientist,3.8,$105K,$167K ,"Aveshka, Inc.","Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),
Data Scientist,3.2,$105K,$167K ,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,,
Data Scientist,,$105K,$167K ,Pactera Edge,"Redmond, WA",,,,,,,,
Data Scientist,3.6,$105K,$167K ,Qurate Retail Group,"West Chester, PA","West Chester, PA",10000+ employees,,Company - Public,Other Retail Stores,Retail,,
Data Scientist,4.4,$105K,$167K ,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51 to 200 employees,,Company - Private,,,,
Data Scientist,4.1,$105K,$167K ,A-Line Staffing Solutions,"Durham, NC","Utica, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,,
Data Scientist,,$105K,$167K ,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",1 to 50 employees,,Company - Private,,,,
Data Scientist,3.8,$105K,$167K ,"Criterion Systems, Inc.","Vienna, VA","Vienna, VA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),
Data Scientist,4,$105K,$167K ,Foundation Medicine,"Boston, MA","Cambridge, MA",1001 to 5000 employees,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, Myriad Genetics, The Broad Institute"
Data Scientist,3.6,$105K,$167K ,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,,
Data Scientist,,$105K,$167K ,JKGT,"San Francisco, CA",,,,,,,,
Data Scientist,,$105K,$167K ,AccessHope,"Irwindale, CA",,,,,,,,
Data Scientist,5,$105K,$167K ,ChaTeck Incorporated,"San Francisco, CA","Santa Clara, CA",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),
Data Scientist,2.7,$105K,$167K ,1-800-Flowers,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),
