date,from_code ,to_code,sku,qty,unit_cost,unit_price,extended_cost,extended_retail,dataset
5/1/2021,YYC-WH,YYC-NW,BK1097,16,6.27,11.51,100.32,184.16,bookstore_inventory
5/1/2021,YYC-WH,YYC-SE,BK1097,15,6.27,11.51,94.05,172.65,bookstore_inventory
5/1/2021,YYC-WH,YYC-DT,BK1098,18,9.88,21.53,177.84,387.54,bookstore_inventory
5/1/2021,YYC-WH,YYC-NW,BK1098,19,9.88,21.53,187.72,409.07,bookstore_inventory
5/1/2021,YYC-WH,YYC-SE,BK1098,9,9.88,21.53,88.92,193.77,bookstore_inventory
5/1/2021,YYC-WH,YYC-DT,BK1099,18,11.86,27.23,213.48,490.14,bookstore_inventory
5/1/2021,YYC-WH,YYC-NW,BK1099,6,11.86,27.23,71.16,163.38,bookstore_inventory
5/1/2021,YYC-WH,YYC-SE,BK1099,9,11.86,27.23,106.74,245.07,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1000,28,8.09,18.92,226.52,529.76,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1000,15,8.09,18.92,121.35,283.8,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1000,18,8.09,18.92,145.62,340.56,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1001,13,10.75,24.49,139.75,318.37,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1001,10,10.75,24.49,107.5,244.9,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1001,9,10.75,24.49,96.75,220.41,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1002,9,15.1,31.89,135.9,287.01,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1002,4,15.1,31.89,60.4,127.56,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1002,2,15.1,31.89,30.2,63.78,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1003,14,14.35,28.58,200.9,400.12,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1003,13,14.35,28.58,186.55,371.54,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1003,12,14.35,28.58,172.2,342.96,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1004,12,7.85,19.61,94.2,235.32,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1004,6,7.85,19.61,47.1,117.66,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1004,10,7.85,19.61,78.5,196.1,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1005,19,15.79,33.13,300.01,629.47,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1005,15,15.79,33.13,236.85,496.95,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1005,14,15.79,33.13,221.06,463.82,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1006,21,8.69,18.39,182.49,386.19,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1006,7,8.69,18.39,60.83,128.73,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1006,9,8.69,18.39,78.21,165.51,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1007,27,8.69,16.64,234.63,449.28,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1007,18,8.69,16.64,156.42,299.52,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1007,16,8.69,16.64,139.04,266.24,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1008,27,12.44,29.31,335.88,791.37,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1008,14,12.44,29.31,174.16,410.34,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1008,10,12.44,29.31,124.4,293.1,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1009,25,13.12,29.99,328,749.75,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1009,22,13.12,29.99,288.64,659.78,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1009,14,13.12,29.99,183.68,419.86,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1010,22,12.96,25.33,285.12,557.26,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1010,12,12.96,25.33,155.52,303.96,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1010,12,12.96,25.33,155.52,303.96,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1011,27,7.1,13.19,191.7,356.13,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1011,13,7.1,13.19,92.3,171.47,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1011,11,7.1,13.19,78.1,145.09,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1012,21,16.53,37.63,347.13,790.23,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1012,8,16.53,37.63,132.24,301.04,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1012,8,16.53,37.63,132.24,301.04,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1013,21,9.19,20.75,192.99,435.75,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1013,16,9.19,20.75,147.04,332,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1013,15,9.19,20.75,137.85,311.25,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1014,13,7.55,15.03,98.15,195.39,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1014,9,7.55,15.03,67.95,135.27,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1014,6,7.55,15.03,45.3,90.18,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1015,14,16.66,41.08,233.24,575.12,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1015,11,16.66,41.08,183.26,451.88,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1015,18,16.66,41.08,299.88,739.44,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1016,25,17.47,33.29,436.75,832.25,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1016,16,17.47,33.29,279.52,532.64,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1016,11,17.47,33.29,192.17,366.19,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1017,20,16.35,34.38,327,687.6,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1017,13,16.35,34.38,212.55,446.94,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1017,12,16.35,34.38,196.2,412.56,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1018,21,15.71,38.65,329.91,811.65,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1018,10,15.71,38.65,157.1,386.5,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1018,17,15.71,38.65,267.07,657.05,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1019,22,13.86,29.02,304.92,638.44,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1019,16,13.86,29.02,221.76,464.32,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1019,6,13.86,29.02,83.16,174.12,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1020,18,12.61,28.33,226.98,509.94,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1020,12,12.61,28.33,151.32,339.96,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1020,11,12.61,28.33,138.71,311.63,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1021,20,7.04,14.63,140.8,292.6,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1021,18,7.04,14.63,126.72,263.34,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1021,14,7.04,14.63,98.56,204.82,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1022,31,10.9,21.71,337.9,673.01,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1022,12,10.9,21.71,130.8,260.52,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1022,18,10.9,21.71,196.2,390.78,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1023,16,10.47,26.06,167.52,416.96,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1023,11,10.47,26.06,115.17,286.66,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1023,7,10.47,26.06,73.29,182.42,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1024,34,9.12,19.03,310.08,647.02,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1024,14,9.12,19.03,127.68,266.42,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1024,14,9.12,19.03,127.68,266.42,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1025,21,14.68,35.61,308.28,747.81,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1025,14,14.68,35.61,205.52,498.54,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1025,14,14.68,35.61,205.52,498.54,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1026,17,11.95,23.43,203.15,398.31,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1026,15,11.95,23.43,179.25,351.45,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1026,8,11.95,23.43,95.6,187.44,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1027,10,6.97,13.59,69.7,135.9,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1027,17,6.97,13.59,118.49,231.03,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1027,9,6.97,13.59,62.73,122.31,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1028,33,8.64,15.74,285.12,519.42,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1028,13,8.64,15.74,112.32,204.62,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1028,9,8.64,15.74,77.76,141.66,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1029,22,14.2,32.04,312.4,704.88,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1029,10,14.2,32.04,142,320.4,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1029,16,14.2,32.04,227.2,512.64,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1030,24,6.91,14.22,165.84,341.28,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1030,16,6.91,14.22,110.56,227.52,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1030,8,6.91,14.22,55.28,113.76,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1031,17,16.21,38.99,275.57,662.83,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1031,6,16.21,38.99,97.26,233.94,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1031,9,16.21,38.99,145.89,350.91,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1032,18,11.94,25.45,214.92,458.1,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1032,12,11.94,25.45,143.28,305.4,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1032,10,11.94,25.45,119.4,254.5,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1033,15,11.77,29.16,176.55,437.4,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1033,9,11.77,29.16,105.93,262.44,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1033,13,11.77,29.16,153.01,379.08,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1034,15,13.11,25.3,196.65,379.5,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1034,11,13.11,25.3,144.21,278.3,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1034,10,13.11,25.3,131.1,253,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1035,17,15.9,38.29,270.3,650.93,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1035,14,15.9,38.29,222.6,536.06,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1035,9,15.9,38.29,143.1,344.61,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1036,29,10.17,23.83,294.93,691.07,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1036,9,10.17,23.83,91.53,214.47,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1036,6,10.17,23.83,61.02,142.98,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1037,17,14.14,33.08,240.38,562.36,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1037,11,14.14,33.08,155.54,363.88,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1037,11,14.14,33.08,155.54,363.88,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1038,18,12.79,30.59,230.22,550.62,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1038,7,12.79,30.59,89.53,214.13,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1038,7,12.79,30.59,89.53,214.13,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1039,27,9.2,21.46,248.4,579.42,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1039,17,9.2,21.46,156.4,364.82,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1039,16,9.2,21.46,147.2,343.36,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1040,18,16.54,37.02,297.72,666.36,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1040,13,16.54,37.02,215.02,481.26,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1040,9,16.54,37.02,148.86,333.18,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1041,19,15.57,29.46,295.83,559.74,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1041,8,15.57,29.46,124.56,235.68,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1041,11,15.57,29.46,171.27,324.06,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1042,25,13.9,25.34,347.5,633.5,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1042,14,13.9,25.34,194.6,354.76,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1042,10,13.9,25.34,139,253.4,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1043,19,16.21,39.63,307.99,752.97,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1043,12,16.21,39.63,194.52,475.56,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1043,6,16.21,39.63,97.26,237.78,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1044,18,16.41,36.62,295.38,659.16,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1044,13,16.41,36.62,213.33,476.06,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1044,12,16.41,36.62,196.92,439.44,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1045,28,14.5,34.18,406,957.04,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1045,19,14.5,34.18,275.5,649.42,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1045,12,14.5,34.18,174,410.16,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1046,19,16.04,34.28,304.76,651.32,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1046,9,16.04,34.28,144.36,308.52,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1046,13,16.04,34.28,208.52,445.64,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1047,21,14.37,27.05,301.77,568.05,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1047,8,14.37,27.05,114.96,216.4,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1047,7,14.37,27.05,100.59,189.35,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1048,19,14.16,26.73,269.04,507.87,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1048,12,14.16,26.73,169.92,320.76,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1048,6,14.16,26.73,84.96,160.38,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1049,26,13.42,30.6,348.92,795.6,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1049,18,13.42,30.6,241.56,550.8,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1049,16,13.42,30.6,214.72,489.6,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1050,16,15.03,31.58,240.48,505.28,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1050,9,15.03,31.58,135.27,284.22,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1050,12,15.03,31.58,180.36,378.96,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1051,28,7.9,15.33,221.2,429.24,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1051,16,7.9,15.33,126.4,245.28,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1051,11,7.9,15.33,86.9,168.63,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1052,26,16.57,35.53,430.82,923.78,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1052,19,16.57,35.53,314.83,675.07,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1052,11,16.57,35.53,182.27,390.83,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1053,11,16.46,30.37,181.06,334.07,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1053,7,16.46,30.37,115.22,212.59,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1053,10,16.46,30.37,164.6,303.7,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1054,15,6.35,14.02,95.25,210.3,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1054,18,6.35,14.02,114.3,252.36,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1054,17,6.35,14.02,107.95,238.34,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1055,15,15.91,31.63,238.65,474.45,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1055,11,15.91,31.63,175.01,347.93,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1055,7,15.91,31.63,111.37,221.41,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1056,18,7.55,17.81,135.9,320.58,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1056,14,7.55,17.81,105.7,249.34,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1056,10,7.55,17.81,75.5,178.1,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1057,20,10.02,20.21,200.4,404.2,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1057,11,10.02,20.21,110.22,222.31,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1057,7,10.02,20.21,70.14,141.47,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1058,23,14.92,31.61,343.16,727.03,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1058,20,14.92,31.61,298.4,632.2,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1058,14,14.92,31.61,208.88,442.54,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1059,29,7.93,14.34,229.97,415.86,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1059,13,7.93,14.34,103.09,186.42,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1059,14,7.93,14.34,111.02,200.76,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1060,16,15.82,29.28,253.12,468.48,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1060,19,15.82,29.28,300.58,556.32,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1060,11,15.82,29.28,174.02,322.08,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1061,8,15.99,33.18,127.92,265.44,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1061,7,15.99,33.18,111.93,232.26,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1061,2,15.99,33.18,31.98,66.36,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1062,27,12.09,25.82,326.43,697.14,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1062,10,12.09,25.82,120.9,258.2,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1062,10,12.09,25.82,120.9,258.2,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1063,28,6.08,13.5,170.24,378,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1063,12,6.08,13.5,72.96,162,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1063,11,6.08,13.5,66.88,148.5,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1064,21,9.44,18.92,198.24,397.32,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1064,18,9.44,18.92,169.92,340.56,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1064,6,9.44,18.92,56.64,113.52,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1065,21,13.4,30.64,281.4,643.44,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1065,8,13.4,30.64,107.2,245.12,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1065,13,13.4,30.64,174.2,398.32,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1066,22,17.77,42.69,390.94,939.18,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1066,7,17.77,42.69,124.39,298.83,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1066,17,17.77,42.69,302.09,725.73,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1067,21,13.58,31.86,285.18,669.06,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1067,19,13.58,31.86,258.02,605.34,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1067,18,13.58,31.86,244.44,573.48,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1068,24,9.12,16.67,218.88,400.08,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1068,18,9.12,16.67,164.16,300.06,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1068,10,9.12,16.67,91.2,166.7,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1069,9,13.61,29.08,122.49,261.72,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1069,8,13.61,29.08,108.88,232.64,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1069,8,13.61,29.08,108.88,232.64,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1070,20,12.48,23.38,249.6,467.6,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1070,10,12.48,23.38,124.8,233.8,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1070,7,12.48,23.38,87.36,163.66,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1071,15,15.36,30.25,230.4,453.75,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1071,7,15.36,30.25,107.52,211.75,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1071,12,15.36,30.25,184.32,363,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1072,17,7.28,18.13,123.76,308.21,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1072,8,7.28,18.13,58.24,145.04,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1072,10,7.28,18.13,72.8,181.3,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1073,14,15.13,28.74,211.82,402.36,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1073,4,15.13,28.74,60.52,114.96,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1073,7,15.13,28.74,105.91,201.18,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1074,9,12.5,26.87,112.5,241.83,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1074,14,12.5,26.87,175,376.18,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1074,10,12.5,26.87,125,268.7,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1075,19,17.56,39.21,333.64,744.99,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1075,15,17.56,39.21,263.4,588.15,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1075,16,17.56,39.21,280.96,627.36,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1076,20,10.1,23.15,202,463,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1076,11,10.1,23.15,111.1,254.65,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1076,6,10.1,23.15,60.6,138.9,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1077,19,13.59,29.79,258.21,566.01,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1077,12,13.59,29.79,163.08,357.48,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1077,12,13.59,29.79,163.08,357.48,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1078,6,17.18,31.04,103.08,186.24,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1078,9,17.18,31.04,154.62,279.36,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1078,7,17.18,31.04,120.26,217.28,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1079,9,7.23,14.67,65.07,132.03,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1079,2,7.23,14.67,14.46,29.34,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1079,6,7.23,14.67,43.38,88.02,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1080,11,17.25,37.3,189.75,410.3,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1080,3,17.25,37.3,51.75,111.9,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1080,8,17.25,37.3,138,298.4,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1081,8,14.25,26.53,114,212.24,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1081,7,14.25,26.53,99.75,185.71,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1081,5,14.25,26.53,71.25,132.65,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1082,17,6.81,13.93,115.77,236.81,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1082,15,6.81,13.93,102.15,208.95,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1082,15,6.81,13.93,102.15,208.95,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1083,22,9.61,17.52,211.42,385.44,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1083,19,9.61,17.52,182.59,332.88,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1083,16,9.61,17.52,153.76,280.32,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1084,24,14.5,26.9,348,645.6,bookstore_inventory
6/1/2021,YYC-WH,YYC-NW,BK1084,18,14.5,26.9,261,484.2,bookstore_inventory
6/1/2021,YYC-WH,YYC-SE,BK1084,12,14.5,26.9,174,322.8,bookstore_inventory
6/1/2021,YYC-WH,YYC-DT,BK1085,17,6.81,14.15,115.77,240.55,bookstore_inventory
